"","PlotID","Origin","Density","block","HarvTime","Wei_all_per_m2","PH_max_202304171517","PH_90_202304171517","PH_max_202305031115","PH_90_202305031115","PH_max_202305181131","PH_90_202305181131","PH_max_202305301156","PH_90_202305301156","PH_max_202306121122","PH_90_202306121122","PH_max_202306271027","PH_90_202306271027","CC_m2_202304171517","CC_m2_202305031115","CC_m2_202305181131","CC_m2_202305301156","CC_m2_202306121122","CC_m2_202306271027","CC_rate_202304171517","CC_rate_202305031115","CC_rate_202305181131","CC_rate_202305301156","CC_rate_202306121122","CC_rate_202306271027","PV_m3_202304171517","PV_m3_202305031115","PV_m3_202305181131","PV_m3_202305301156","PV_m3_202306121122","PV_m3_202306271027","PV_ave_202304171517","PV_ave_202305031115","PV_ave_202305181131","PV_ave_202305301156","PV_ave_202306121122","PV_ave_202306271027","ExG_VI_202304171517","ExG_VI_202305031115","ExG_VI_202305181131","ExG_VI_202305301156","ExG_VI_202306121122","ExG_VI_202306271027","VARI_VI_202304171517","VARI_VI_202305031115","VARI_VI_202305181131","VARI_VI_202305301156","VARI_VI_202306121122","VARI_VI_202306271027","GRVI_VI_202304171517","GRVI_VI_202305031115","GRVI_VI_202305181131","GRVI_VI_202305301156","GRVI_VI_202306121122","GRVI_VI_202306271027","NDVI_median_202305031115","NDVI_median_202305181131","NDVI_median_202305301127","NDVI_median_202306121122","NDVI_median_202306271027","GNDVI_median_202305031115","GNDVI_median_202305181131","GNDVI_median_202305301127","GNDVI_median_202306121122","GNDVI_median_202306271027","NDRE_median_202305031115","NDRE_median_202305181131","NDRE_median_202305301127","NDRE_median_202306121122","NDRE_median_202306271027"
"16","T2-24_1_00","Memanbetsu","sparse","T2",4,2881.39825218477,0,0,0.180503845214844,0.134246826171875,0.312515258789062,0.245689392089844,0.397552490234375,0.33375244140625,0.468063354492188,0.256233215332031,0.633758544921875,0.309541320800781,0,0.562409295211767,1.10552095148775,1.32176453741444,1.5741581221626,1.36127435568215,0,0.284045098591801,0.558343914892803,0.667557847179011,0.795029354627578,0.687512300849572,0,0.0518089749387118,0.206909436870961,0.332150146418642,0.259141698768389,0.233574483608447,0,0.0261661489589453,0.104499715591394,0.167752599201334,0.130879645842621,0.117966910913357,0,86.1003687377262,119.363653784655,159.993977260389,144.948113965224,129.546005271418,0,0.202115960417402,0.263894998268604,0.299100231046444,0.272729506934715,0.208762605285481,0,0.150583932414036,0.202840225158874,0.216928931884427,0.202867824232511,0.159825683658976,0.777777777774897,0.849056603771983,0.859649122805509,0.854545454543901,0.809523809521882,0.647058823528143,0.699999999998833,0.714285714282313,0.692307692305917,0.652173913042061,0.0588235294116782,0.139784946236409,0.166666666666493,0.146341463414456,0.139784946236409
"17","T1-23_2_00","Memanbetsu","sparse","T1",4,2379.52559300874,0.017669677734375,0.0142486572265625,0.176116943359375,0.134815979003906,0.230178833007812,0.182548522949219,0.325691223144531,0.227424621582031,0.433731079101562,0.214686584472656,0.488166809082031,0.229019165039062,0.0061480353687829,0.497798179065485,0.889998135557386,1.03855256219673,1.09999403705563,1.01638085875528,0.0031050683680721,0.251413221750245,0.449494007857266,0.524521496058957,0.55555254396749,0.513323666038021,4.59783716660612e-05,0.0461965254523593,0.12505985658252,0.181527712739695,0.154709352551469,0.147319569152318,2.3221399831344e-05,0.0233315785112925,0.0631615437285456,0.091680662999846,0.0781360366421559,0.074403822804201,81.6481601670523,74.2588526730305,109.315301426987,158.635530890276,152.43619953157,125.270890479392,0.0736894622727852,0.188696288641542,0.22637880480461,0.303517259679558,0.309397659303694,0.177225759112225,0.0491767323087528,0.140987328698136,0.172667158947264,0.213213988013123,0.226455050395263,0.134039985048184,0.772727272725516,0.833333333331018,0.827586206895125,0.851851851848697,0.772727272725516,0.674418604649594,0.686274509802576,0.666666666665657,0.678571428570217,0.636363636361708,0.149999999999625,0.135802469135635,0.122448979591712,0.161290322580385,0.142857142856916
"18","T1-23_1_00","Memanbetsu","sparse","T1",4,2976.27965043695,0,0,0.193222045898438,0.151460266113281,0.286125183105469,0.231689453125,0.491096496582031,0.290916442871094,0.497398376464844,0.230979919433594,0.533401489257812,0.335221099853516,0,0.55443999817396,1.03937988772883,1.17180778565634,1.32837007257402,1.2909386049331,0,0.280020201097959,0.524939337236784,0.59182211396785,0.670893976047486,0.651989194410658,0,0.058631574190273,0.181468110637985,0.254143036032701,0.213116723478151,0.219935653413128,0,0.0296119061567035,0.0916505609282754,0.128355068703384,0.107634708827349,0.111078612834913,0,78.4143873262682,112.797950116473,160.467280898566,152.722918583445,127.146623860767,0,0.193884379945865,0.245353118776569,0.317782120729298,0.298691147139451,0.169869498699138,0,0.145378480586991,0.187688017799347,0.22704129285993,0.222002960573188,0.131010549735908,0.789473684209141,0.843137254900308,0.841269841268506,0.851851851850274,0.773584905658918,0.67999999999864,0.698113207545853,0.682539682538599,0.678571428570217,0.636363636360744,0.157894736841898,0.142857142856888,0.134615384615255,0.15999999999968,0.142857142856851
"19","T2-18_2_00","Tokachi","sparse","T2",3,2262.17228464419,0,0,0.181793212890625,0.1339111328125,0.360504150390625,0.278549194335938,0.374008178710938,0.326217651367188,0.560531616210938,0.390914916992188,0,0,0,0.465080415973148,1.16677386890598,1.44266435518112,1.45559129984892,0,0,0.234889098976337,0.589279731770697,0.728618361202583,0.73514712113582,0,0,0.0425949882849755,0.237701807876682,0.3598573753004,0.259745489106,0,0,0.0215126203459472,0.120051418119536,0.181746149141616,0.131184590457575,0,0,84.1648735128514,117.458998757968,155.574224006482,141.99558771108,0,0,0.195938837523379,0.280484749883056,0.283885467280643,0.288373879148231,0,0,0.144501691548624,0.214125690090731,0.201771172736647,0.214712376428429,0,0.729729729727757,0.846153846152219,0.857142857141327,0.866666666663778,0.333333333330555,0.636363636360744,0.70491803278573,0.714285714284694,0.714285714284014,0.454545454541322,0.0769230769229585,0.134328358208755,0.170212765957266,0.175257731958582,0.124999999999219
"20","T2-18_1_00","Tokachi","sparse","T2",3,2132.33458177278,0,0,0.174789428710938,0.131849670410156,0.323600769042969,0.260108947753906,0.420700073242188,0.348648071289062,0.414535522460938,0.286079406738281,0.274528503417969,0.150328063964844,0,0.377660622097968,0.896237187795865,1.08196722265294,1.16631007370907,0.0492682400682015,0,0.190737687928267,0.452645044341346,0.546448092248959,0.589045491772256,0.0248829495293946,0,0.0326572907280114,0.164517786221153,0.266667848346171,0.210030907942142,0.0045638502963512,0,0.0164935811757633,0.0830897910207842,0.134680731487965,0.106076216132395,0.002304974897147,0,83.3132760746061,115.686459553711,154.795625270952,148.986307592144,132.407955202711,0,0.201085906015834,0.269772302303559,0.275674541774811,0.280910422872078,0.227075449983568,0,0.149029921136785,0.205893780853128,0.196158110871308,0.211504382764458,0.167136356341047,0.749999999997656,0.843137254900308,0.849056603771983,0.859649122805509,0.733333333330889,0.647058823528143,0.703703703702401,0.709677419353694,0.703703703702401,0.583333333330903,0.0833333333332175,0.135802469135635,0.163265306122282,0.16883116883095,0.0952380952379251
"25","T1-02_1_00","Memanbetsu","sparse","T1",2,1298.37702871411,0,0,0.180282592773438,0.138166809082031,0.282386779785156,0.227410125732422,0.44342041015625,0.2960205078125,0,0,0,0,0,0.430826987123017,0.921460022913819,1.14995299769698,0,0,0,0.217589387435867,0.465383849956474,0.580784342271202,0,0,0,0.0397794024213802,0.153139132784417,0.245480288431072,0,0,0,0.0200906072835253,0.0773429963557661,0.123979943652057,0,0,0,87.1446967840976,111.126365399741,153.975591130904,0,0,0,0.196121619663249,0.246446868370862,0.337616001880727,0,0,0,0.148730296370916,0.191917821185905,0.247332027638456,0,0,0.749999999998125,0.826086956519943,0.853658536583284,0.333333333330555,0.294117647057093,0.63999999999872,0.687499999998926,0.710144927535203,0.454545454541322,0.444444444441975,0.0823529411763737,0.0731707317072278,0.130434782608554,0.142857142856122,0.142857142856463
"30","T1-04_1_00","Aomori","sparse","T1",2,1133.58302122347,0,0,0.178199768066406,0.137726593017578,0.253509521484375,0.214996337890625,0.310516357421875,0.266399383544922,0,0,0,0,0,0.363225363974718,0.757982634203587,0.922868091556726,0,0,0,0.183447153522585,0.382819512224034,0.46609499573572,0,0,0,0.0345717148373989,0.118943077436456,0.180709555765522,0,0,0,0.0174604620390903,0.0600722613315431,0.0912674524068293,0,0,0,78.8786332268722,109.098243592104,153.604998810127,0,0,0,0.190993005353497,0.22170559100927,0.313784451609686,0,0,0,0.143608301801277,0.17204778390708,0.223973237931637,0,0,0.749999999998437,0.8139534883702,0.826086956519943,0.333333333330555,0.272727272726033,0.649999999998375,0.673469387753728,0.666666666665556,0.454545454541322,0.428571428568367,0.096774193548231,0.0714285714284864,0.118279569892346,0.142857142856122,0.11999999999952
"31","T1-04_2_00","Aomori","sparse","T1",2,1308.3645443196,0,0,0.1981201171875,0.143089294433594,0.287147521972656,0.232391357421875,0.363876342773438,0.286666870117188,0,0,0,0,0,0.386567483493165,0.887882901322688,1.11079132864764,0,0,0,0.195236102774326,0.448425707738731,0.561005721539212,0,0,0,0.0368880672553715,0.156815831209208,0.244282361103385,0,0,0,0.0186303369976623,0.0791999147521254,0.123374929850194,0,0,0,80.0439870702976,108.481721913197,155.440743594647,0,0,0,0.18649885804442,0.237118605387923,0.32492023351689,0,0,0,0.140614129264192,0.182295398833445,0.233376702463637,0,0,0.736842105261219,0.826086956519943,0.843137254900308,0.33333333332963,0.263157894735457,0.647058823528143,0.681818181816632,0.684210526313989,0.49999999999375,0.428571428568367,0.114285714285551,0.0819672131146197,0.12499999999987,0.166666666665278,0.1111111111107
"34","T1-14_1_00","Aomori","sparse","T1",1,338.142322097378,0,0,0.188194274902344,0.131900024414062,0.30816650390625,0.219551086425781,0.358482360839844,0.353622436523438,0,0,0.0217132568359375,0.0175163269042968,0,0.368931574632621,0.789142345240777,0.0012572711823212,0,0.0055357573110338,0,0.186329078097283,0.398556740020594,0.0006349854456167,0,0.0027958370257746,0,0.0326248780458857,0.127086389013948,0.0004363630179527,0,5.29395889925912e-05,0,0.0164772111342857,0.0641850449565394,0.0002203853626023,0,2.67371661578744e-05,0,78.2904991663689,106.594065538783,20.5432098765432,0,85.2314285714286,0,0.181088679801423,0.227556826118535,0.0319278441788401,0,0.0621541746409926,0,0.13666098365833,0.174762903119801,0.0167018843893825,0,0.0440902122314782,0.75999999999848,0.829787234040788,0.33333333332963,0.33333333332963,0.263157894735457,0.658536585364247,0.692307692305917,0.49999999999375,0.49999999999375,0.411764705879931,0.134328358208755,0.0909090909089728,0.0909090909082644,0.166666666665278,0.1111111111107
"35","T1-35_1_00","Memanbetsu","sparse","T1",3,2056.92883895131,0.00628662109375,0.005615234375,0.175643920898438,0.122575378417969,0.248359680175781,0.201301574707031,0.330039978027344,0.255638122558594,0.413536071777344,0.203460693359375,0.444297790527344,0.403697967529297,0.0008153893062046,0.419624709542489,0.924659536882269,1.12455922418738,1.17214847978171,0.0285645077249348,0.0004118127809114,0.211931671486105,0.466999766102156,0.56795920413504,0.591994181707936,0.0144265190529973,3.70157581312472e-06,0.0337385790666076,0.138690598464714,0.219795843719309,0.161783875937288,0.0042793467952826,1.86948273390137e-06,0.0170396863972765,0.0700457568003607,0.111008001878439,0.0817090282511553,0.0021612862602437,68.84,75.8313178428707,107.02901310114,160.119372218887,153.08631766925,135.305594156751,0.017305120742547,0.176010673310032,0.233516620589943,0.31338228984613,0.287008828169158,0.296919329723094,0.0114571398812623,0.131054045884085,0.179307355151598,0.219880337107679,0.214544014030296,0.210473213749045,0.744680851062245,0.843137254900308,0.827586206895125,0.846153846150592,0.399999999996,0.641025641023997,0.69491525423611,0.690140845069451,0.666666666665278,0.555555555549383,0.0810810810809715,0.142857142856973,0.087719298245537,0.152542372881097,0.166666666665278
"36","T2-30_1_00","Aomori","sparse","T2",4,2264.66916354557,0,0,0.176155090332031,0.124929809570312,0.286087036132812,0.2332763671875,0.467781066894531,0.320556640625,0.475570678710938,0.293535614013672,0.703605651855469,0.324737548828125,0,0.375397535718064,0.982357438779998,1.25660374206401,1.52385347185991,1.30585351677397,0,0.189594715009123,0.496140120595959,0.634648354577784,0.769622965585812,0.659521978168674,0,0.0322052733214671,0.170204908413295,0.296013210144999,0.274025499176734,0.234571445079982,0,0.0162652895562965,0.0859620749562094,0.149501621285353,0.138396716755926,0.118470426808072,0,81.4496203230179,117.884401639304,155.227702495768,141.605779108045,135.351364940448,0,0.18913498711641,0.265953670249387,0.278537347854618,0.268913598245747,0.239714155573138,0,0.139820649389924,0.206832794248087,0.197062628582756,0.199746277214028,0.184253582446722,0.714285714284014,0.83999999999832,0.846153846152219,0.857142857139796,0.822222222220395,0.624999999998047,0.696969696967585,0.689655172412604,0.6999999999965,0.658536585364247,0.0606060606059687,0.111111111110864,0.19999999999975,0.157894736841898,0.142857142856973
"37","T2-30_2_00","Aomori","sparse","T2",4,2446.94132334582,0,0,0.210151672363281,0.142324829101562,0.2982177734375,0.236282348632812,0.383010864257812,0.296848297119141,0.526329040527344,0.257791900634766,0.554939270019531,0.271965026855469,0,0.431813046188547,1.03033237322916,1.2610895614676,1.43671968426057,1.12807662484249,0,0.218087397064923,0.520369885469271,0.636913919933133,0.725616002151805,0.569735669112366,0,0.0392664706414509,0.183367353377949,0.280530390891872,0.220040241687966,0.179976938427336,0,0.0198315508290156,0.0926097744333076,0.141682015601956,0.111131435195943,0.0908974436501695,0,82.4747386733291,116.82396809897,152.733993492296,139.210717787478,132.523099370165,0,0.20735604006049,0.279381307602372,0.265181143567498,0.249229871216412,0.225216494805004,0,0.15513143441406,0.217598135345153,0.185444684553668,0.1859701667672,0.172225993539528,0.733333333330889,0.846153846152219,0.846153846152219,0.849999999997875,0.803921568625875,0.632653061223199,0.703703703702401,0.684210526314589,0.688888888887358,0.647058823527509,0.0666666666665555,0.115384615384393,0.19999999999975,0.156249999999756,0.142857142856851
"38","T2-16_2_00","Aomori","sparse","T2",3,1642.94631710362,0,0,0.181365966796875,0.133900451660156,0.30242919921875,0.234931945800781,0.433425903320312,0.308689880371094,0.585182189941406,0.329792022705078,0.665802001953125,0.548921966552734,0,0.348757776046041,0.816515964748634,1.09095438332657,1.18619898732523,0.14057660280134,0,0.176140290932344,0.412381800378098,0.550987062286146,0.599090397639003,0.0709982842431012,0,0.0302833074325177,0.136952312176967,0.242838312149211,0.221281729417868,0.0477340290248207,0,0.0152945997133927,0.0691678344328114,0.122645612196571,0.111758449200943,0.0241080954670811,0,85.1435986577777,113.323860026059,150.840712568045,146.004020549216,106.391314131413,0,0.203878864324672,0.250609902953088,0.274333463800455,0.275560772766949,0.226719245145636,0,0.151782522253502,0.193286864485379,0.195831966297158,0.204452675248332,0.156764247983554,0.761904761902948,0.851851851850274,0.83999999999832,0.849999999997875,0.793103448273127,0.647058823527509,0.705882352939619,0.70491803278573,0.69230769230503,0.69230769230503,0.0740740740739369,0.142857142856986,0.15789473684169,0.142857142856986,0.150684931506643
