"","PlotID","Temperature","Density","block","HarvTime","Wei_all_per_m2","PH_max_202403270923","PH_90_202403270923","PH_max_202404300901","PH_90_202404300901","PH_max_202405151000","PH_90_202405151000","PH_max_202405290929","PH_90_202405290929","PH_max_202406121059","PH_90_202406121059","PH_max_202406241023","PH_90_202406241023","CC_m2_202403270923","CC_m2_202404300901","CC_m2_202405151000","CC_m2_202405290929","CC_m2_202406121059","CC_m2_202406241023","CC_rate_202403270923","CC_rate_202404300901","CC_rate_202405151000","CC_rate_202405290929","CC_rate_202406121059","CC_rate_202406241023","PV_m3_202403270923","PV_m3_202404300901","PV_m3_202405151000","PV_m3_202405290929","PV_m3_202406121059","PV_m3_202406241023","PV_ave_202403270923","PV_ave_202404300901","PV_ave_202405151000","PV_ave_202405290929","PV_ave_202406121059","PV_ave_202406241023","ExG_VI_202403270923","ExG_VI_202404300901","ExG_VI_202405151000","ExG_VI_202405290929","ExG_VI_202406121059","ExG_VI_202406241023","VARI_VI_202403270923","VARI_VI_202404300901","VARI_VI_202405151000","VARI_VI_202405290929","VARI_VI_202406121059","VARI_VI_202406241023","GRVI_VI_202403270923","GRVI_VI_202404300901","GRVI_VI_202405151000","GRVI_VI_202405290929","GRVI_VI_202406121059","GRVI_VI_202406241023","NDVI_median_202404300901","NDVI_median_202405151000","NDVI_median_202405290929","NDVI_median_202406121059","NDVI_median_202406241023","NDVI_median_202407080906","GNDVI_median_202404300901","GNDVI_median_202405151000","GNDVI_median_202405290929","GNDVI_median_202406121059","GNDVI_median_202406241023","GNDVI_median_202407080906","NDRE_median_202404300901","NDRE_median_202405151000","NDRE_median_202405290929","NDRE_median_202406121059","NDRE_median_202406241023","NDRE_median_202407080906"
"10","T2-54_1_0","Low","sparse",2,2,343.434343434343,0,0,0.228523254394531,0.190780639648438,0.382606506347656,0.325126647949219,0,0,0,0,0,0,0,0.568886333893189,1.01611641698069,0,0,0,0,0.287316330249085,0.513190109586208,0,0,0,0,0.0842719746581429,0.278028969110643,0,0,0,0,0.0425616033626984,0.140418671268002,0,0,0,0,140.371601503532,132.980275691439,0,0,0,0,0.231380683652316,0.22898987885069,0,0,0,0,0.158752050260141,0.17015371481307,0,0,0,0.818181818179959,0.866666666663778,0.333333333330555,0.199999999999428,0.285714285712245,0.599999999998,0.647058823525606,0.69491525423611,0.454545454541322,0.312499999999023,0.384615384612426,0.555555555549383,0.159090909090728,0.171717171716998,0.142857142856122,0.0731707317071386,0.124999999999219,0.0869565217389413
"11","T2-54_2_0","Low","sparse",2,2,310.606060606061,0,0,0.233169555664062,0.190086364746094,0.360321044921875,0.313011169433594,0,0,0,0,0,0,0,0.553098882353902,0.984166282787266,0,0,0,0,0.279342869875708,0.497053678175387,0,0,0,0,0.0777711228547852,0.255572277460375,0,0,0,0,0.0392783448761541,0.12907690780827,0,0,0,0,141.487683454365,130.853493694478,0,0,0,0,0.234298071124805,0.228235556549456,0,0,0,0,0.160381360240579,0.170265988994855,0,0,0,0.81132075471545,0.866666666663778,0.333333333330555,0.212121212120569,0.285714285712245,0.5999999999976,0.642857142855995,0.696969696968641,0.454545454541322,0.333333333332099,0.384615384612426,0.545454545452066,0.157894736841828,0.171717171716998,0.142857142856122,0.0810810810808619,0.124999999999219,0.0810810810808619
"12","T2-55_1_0","Mid-Short","standard",2,2,330.864197530864,0,0,0.238418579101562,0.200470733642578,0.351554870605469,0.288806915283203,0,0,0,0,0,0,0,0.613981889812878,0.97548356425868,0,0,0,0,0.303200933240927,0.481720278646262,0,0,0,0,0.0917498433986217,0.231893248443721,0,0,0,0,0.0453085646412947,0.114515184416652,0,0,0,0,144.055118252257,134.729477907532,0,0,0,0,0.226932957292146,0.228866446107753,0,0,0,0,0.156866651045475,0.171943954526374,0,0,0,0.809523809521882,0.857142857141327,0.333333333330555,0.241379310343995,0.249999999998437,0.571428571426531,0.644444444443012,0.689655172412604,0.454545454541322,0.357142857141582,0.428571428568367,0.538461538459468,0.152542372881097,0.17241379310325,0.142857142856122,0.0555555555554012,0.111111111110494,0.103448275861712
"13","T2-55_2_0","Mid-Short","standard",2,2,516.049382716049,0,0,0.265594482421875,0.202400207519531,0.388496398925781,0.305641174316406,0,0,0,0,0,0,0,0.688168029025771,1.14295220725122,0,0,0,0,0.33983606371643,0.564420843087022,0,0,0,0,0.102658191634995,0.257318043007667,0,0,0,0,0.0506954032765406,0.127070638522305,0,0,0,0,148.191930976222,131.243094409128,0,0,0,0,0.251075420018821,0.234338164335584,0,0,0,0,0.173157288780565,0.173597698412451,0,0,0,0.826086956519943,0.859649122805509,0.333333333330555,0.266666666665778,0.249999999998437,0.619047619044671,0.65714285714098,0.696969696968641,0.454545454541322,0.384615384613905,0.428571428568367,0.549999999998625,0.163265306122282,0.17999999999982,0.142857142856122,0.0624999999998046,0.111111111110494,0.102040816326322
"14","T2-56_1_0","Mid-Short","sparse",2,2,707.070707070707,0,0,0.250892639160156,0.212686920166016,0.383346557617188,0.326667785644531,0,0,0,0,0,0,0,0.764506482154099,1.26451026665143,0,0,0,0,0.386114384926313,0.638641548813853,0,0,0,0,0.123138759015945,0.336772654137285,0,0,0,0,0.0621912924322956,0.170087199059235,0,0,0,0,148.666961188633,139.849622862456,0,0,0,0,0.255626397859117,0.244671854988296,0,0,0,0,0.175490307541234,0.181953452016838,0,0,0,0.830508474574864,0.866666666665222,0.333333333330555,0.241379310343995,0.249999999998437,0.655172413790844,0.66037735848932,0.705882352940138,0.454545454541322,0.357142857141582,0.428571428568367,0.56521739130189,0.166666666666493,0.189873417721279,0.142857142856122,0.0555555555554012,0.111111111110494,0.102040816326322
"15","T2-56_2_0","Mid-Short","sparse",2,2,525.252525252525,0,0,0.28118896484375,0.217758178710938,0.410942077636719,0.345048522949219,0,0,0,0,0,0,0,0.72686388559052,1.17720638309341,0,0,0,0,0.367102972520465,0.594548678330004,0,0,0,0,0.122389599218917,0.336540778024619,0,0,0,0,0.0618129288984428,0.169970089911424,0,0,0,0,148.560664638103,134.719386754261,0,0,0,0,0.249052746489558,0.239292743237522,0,0,0,0,0.172268521193914,0.177777858285965,0,0,0,0.836065573769121,0.868852459014969,0.333333333330555,0.225806451612175,0.249999999998437,0.56521739130189,0.661538461537444,0.710144927535203,0.454545454541322,0.333333333332222,0.428571428568367,0.529411764704325,0.170212765957266,0.193548387096462,0.142857142856122,0.0476190476189342,0.111111111110494,0.0909090909088843
"16","T2-57_1_0","High","standard",2,2,938.271604938271,0,0,0.351127624511719,0.262779235839844,0.433143615722656,0.357836151123047,0,0,0,0,0,0,0,0.900216743609289,1.46412199313803,0,0,0,0,0.444551478325575,0.723023206487916,0,0,0,0,0.182709685895593,0.434747937492274,0,0,0,0,0.0902270053805395,0.214690339502358,0,0,0,0,154.047145693767,137.113065749642,0,0,0,0,0.278927210182535,0.240824014286447,0,0,0,0,0.191876619182749,0.177581309081753,0,0,0,0.854545454543901,0.868421052630436,0.333333333330555,0.225806451612175,0.249999999998437,0.583333333330903,0.679999999999093,0.714285714282313,0.454545454541322,0.333333333332222,0.428571428568367,0.529411764704325,0.185185185184956,0.199999999999765,0.142857142856122,0.0476190476189342,0.111111111110494,0.0909090909088154
"17","T2-57_2_0","High","standard",2,2,637.037037037037,0,0,0.245948791503906,0.211990356445312,0.455574035644531,0.3720703125,0,0,0,0,0,0,0,0.798668741322506,1.40187881874487,0,0,0,0,0.394404316702472,0.692285836417219,0,0,0,0,0.132164464255045,0.413086496670475,0,0,0,0,0.0652664021012567,0.203993331689123,0,0,0,0,150.899010073913,133.645913854937,0,0,0,0,0.275593034368312,0.256026242192115,0,0,0,0,0.189898323274903,0.188365266785535,0,0,0,0.843137254900308,0.873015873014487,0.333333333330555,0.225806451612175,0.285714285712245,0.5999999999976,0.666666666665556,0.717948717947797,0.454545454541322,0.333333333332222,0.428571428568367,0.53191489361589,0.17777777777758,0.1999999999998,0.142857142856122,0.0526315789472299,0.124999999999219,0.0909090909088154
"18","T2-58_1_0","Mid-Long","sparse",2,2,858.585858585859,0,0,0.283920288085938,0.249114990234375,0.5059814453125,0.411651611328125,0,0,0,0,0,0,0,0.826957931136558,1.4938815852713,0,0,0,0,0.417655520776039,0.754485649126921,0,0,0,0,0.151854762410635,0.483247597442416,0,0,0,0,0.0766943244498156,0.244064443152735,0,0,0,0,147.693829412891,128.010296146969,0,0,0,0,0.274321469257001,0.242422475658059,0,0,0,0,0.184909210895845,0.174911651138062,0,0,0,0.843137254900308,0.864406779659552,0.333333333330555,0.241379310343995,0.285714285712245,0.612903225804475,0.661971830984983,0.714285714280612,0.454545454541322,0.357142857141582,0.428571428568367,0.545454545452066,0.180722891566047,0.199999999999778,0.142857142856122,0.0588235294115916,0.124999999999219,0.10526315789446
"19","T2-58_2_0","Mid-Long","sparse",2,2,739.89898989899,0,0,0.271011352539062,0.231809234619141,0.461143493652344,0.387054443359375,0,0,0,0,0,0,0,0.799264062192732,1.4505474423404,0,0,0,0,0.403668718279158,0.732599718353736,0,0,0,0,0.138522327471606,0.467509771087362,0,0,0,0,0.0699607714503059,0.236116046003718,0,0,0,0,149.604049752836,135.299847202831,0,0,0,0,0.259673432100843,0.248713154634306,0,0,0,0,0.178708368783767,0.184441896516817,0,0,0,0.83999999999832,0.873417721517882,0.333333333330555,0.241379310343995,0.285714285712245,0.743589743587837,0.661016949151422,0.714285714284787,0.454545454541322,0.357142857141582,0.461538461536686,0.5999999999985,0.178947368420864,0.196428571428396,0.142857142856122,0.0555555555554012,0.124999999999219,0.16279069767404
"20","T2-59_1_0","Mid-Short","dense",2,2,701.234567901234,0.0158615112304687,0.0158615112304687,0.320968627929688,0.226453399658203,0.523597717285156,0.36572265625,0,0,0,0,0,0,1.09356537480894e-05,0.825481077439264,1.27920846337629,0,0,0,5.40032283856267e-06,0.407644976513217,0.631707883148786,0,0,0,1.73455994737838e-07,0.144065436924311,0.39576335594437,0,0,0,8.56572813520188e-08,0.0711434256416349,0.195438694293516,0,0,0,10,147.548797391729,135.045265035903,0,0,0,-0.188679245283019,0.259442284842224,0.237385794421955,0,0,0,-0.178571428571428,0.178576290628335,0.176801580946558,0,0,0,0.83999999999832,0.873015873014487,0.333333333330555,0.241379310343995,0.285714285712245,0.56521739130189,0.666666666665432,0.710526315788539,0.454545454541322,0.357142857141582,0.499999999995833,0.545454545452066,0.178947368420864,0.188118811881002,0.142857142856122,0.0588235294115916,0.124999999999219,0.1111111111107
"21","T2-59_2_0","Mid-Short","dense",2,2,666.666666666667,0,0,0.270599365234375,0.221572875976562,0.362716674804688,0.318756103515625,0,0,0,0,0,0,0,0.777157050646421,1.15064747935891,0,0,0,0,0.38378125957848,0.568220977461189,0,0,0,0,0.13264942581957,0.301227154460009,0,0,0,0,0.0655058892936148,0.148754150350622,0,0,0,0,145.562298038712,131.942783109682,0,0,0,0,0.248781684059342,0.223192863233644,0,0,0,0,0.170675251192492,0.165712584672888,0,0,0,0.836734693875843,0.866666666665222,0.333333333330555,0.225806451612175,0.285714285712245,0.4999999999975,0.661538461537444,0.702702702701753,0.454545454541322,0.333333333332222,0.499999999995833,0.523809523807029,0.173333333333102,0.17777777777758,0.142857142856122,0.0555555555554012,0.124999999999219,0.0909090909088154
"22","T2-60_1_0","Low","dense",2,2,479.012345679012,0,0,0.231636047363281,0.191813659667969,0.384109497070312,0.32818603515625,0,0,0,0,0,0,0,0.727859903200323,1.10973087766537,0,0,0,0,0.359436989234727,0.548015248229814,0,0,0,0,0.103913063363419,0.305972057964739,0,0,0,0,0.0513150930189724,0.15109731257518,0,0,0,0,146.253384874338,135.994588497627,0,0,0,0,0.246419013457298,0.228259858958703,0,0,0,0,0.17001020716902,0.170301047083858,0,0,0,0.833333333331597,0.868852459014969,0.333333333330555,0.222222222221605,0.333333333331111,0.538461538457396,0.65714285714098,0.701492537312386,0.454545454541322,0.333333333332323,0.428571428568367,0.529411764702768,0.166666666666319,0.176470588235121,0.142857142856122,0.0731707317071386,0.111111111110494,0.0967741935480749
"23","T2-60_2_0","Low","dense",2,2,409.876543209876,0,0,0.259536743164062,0.210924530029297,0.406341552734375,0.341989898681641,0,0,0,0,0,0,0,0.66112672334354,1.07856389063335,0,0,0,0,0.326482332515328,0.532624143522641,0,0,0,0,0.103633503598545,0.312076717576049,0,0,0,0,0.0511770388140962,0.154111959296814,0,0,0,0,144.865668963563,132.486279912054,0,0,0,0,0.243810066411088,0.237245686179907,0,0,0,0,0.167977813866133,0.175582297416161,0,0,0,0.830508474574864,0.870967741934079,0.333333333330555,0.266666666665778,0.333333333331111,0.538461538459468,0.659574468083703,0.709677419353694,0.454545454541322,0.379310344826278,0.428571428568367,0.51999999999792,0.166666666666204,0.17857142857111,0.142857142856122,0.0857142857140408,0.111111111110494,0.0909090909088154
"24","T1-61_1_0","Mid-Short","standard",1,2,493.827160493827,0,0,0.283729553222656,0.235238647460938,0.453147888183594,0.38812255859375,0,0,0,0,0,0,0,0.752153574096891,1.30138628299048,0,0,0,0,0.371433863751551,0.642659892834807,0,0,0,0,0.136922402632871,0.425686680101366,0,0,0,0,0.0676160013001831,0.210215644494502,0,0,0,0,145.452771743398,135.29058520814,0,0,0,0,0.248210789824175,0.250414960004126,0,0,0,0,0.170557273020201,0.187438145708601,0,0,0,0.833333333331597,0.873015873014487,0.333333333330555,0.257142857142122,0.333333333331111,0.473684210523823,0.657142857141918,0.710144927535203,0.454545454541322,0.3939393939382,0.428571428568367,0.4999999999975,0.162790697674229,0.189189189188678,0.142857142856122,0.142857142856735,0.176470588234256,0.0833333333329861
"25","T1-61_2_0","Mid-Short","standard",1,2,720.987654320988,0.0352096557617187,0.0352096557617187,0.307830810546875,0.256057739257812,0.508567810058594,0.420829772949219,0,0,0,0,0,0,1.09356537480894e-05,0.896461642735551,1.46913867495455,0,0,0,5.40032283856267e-06,0.442697107523729,0.725500580224468,0,0,0,3.85040603999578e-07,0.172573634786118,0.520953668194728,0,0,0,1.9014350814794e-07,0.0852215480425274,0.257261070713446,0,0,0,8,149.562079527283,133.560042477115,0,0,0,-0.216666666666667,0.270370928229877,0.249166387949739,0,0,0,-0.2,0.184233415898592,0.184181398895156,0,0,0,0.838709677418002,0.876923076921728,0.333333333330555,0.285714285713265,0.499999999997917,0.692307692302367,0.661016949151422,0.717948717947797,0.454545454541322,0.416666666664931,0.473684210523823,0.599999999998286,0.176470588235086,0.199999999999818,0.142857142856122,0.142857142856735,0.0909090909088843,0.12499999999974
"26","T1-62_1_0","High","sparse",1,2,792.929292929293,0,0,0.304832458496094,0.250518798828125,0.49639892578125,0.40252685546875,0,0,0,0,0,0,0,0.82648854352734,1.40818939587153,0,0,0,0,0.41741845632694,0.711206765591681,0,0,0,0,0.157284728699152,0.473866812108107,0,0,0,0,0.0794367316662382,0.239326672781872,0,0,0,0,150.435328517878,132.961070020579,0,0,0,0,0.267370324461425,0.249303330381686,0,0,0,0,0.184073468477039,0.184628034225562,0,0,0,0.83999999999832,0.880597014924059,0.333333333330555,0.257142857142122,0.333333333331111,0.583333333330903,0.666666666665556,0.724999999999094,0.454545454541322,0.3939393939382,0.428571428568367,0.533333333331556,0.173333333333102,0.206896551723959,0.142857142856122,0.130434782608412,0.176470588234256,0.0909090909088843
"27","T1-62_2_0","High","sparse",1,2,929.292929292929,0,0,0.319198608398438,0.259208679199219,0.534896850585938,0.435028076171875,0,0,0,0,0,0,0,0.985736876313041,1.65947748505179,0,0,0,0,0.497846907228809,0.838119941945351,0,0,0,0,0.19811193638953,0.602735619423816,0,0,0,0,0.100056533530065,0.304411929001927,0,0,0,0,151.814612014425,131.837047223782,0,0,0,0,0.27283345369069,0.25609794601577,0,0,0,0,0.186299261440688,0.187946227533733,0,0,0,0.841269841268506,0.882352941175173,0.333333333330555,0.312499999999023,0.333333333331111,0.523809523807029,0.666666666664445,0.724999999999094,0.454545454541322,0.454545454543388,0.428571428568367,0.499999999997917,0.178082191780578,0.214953271027836,0.142857142856122,0.142857142856735,0.176470588234256,0.0857142857140408
"28","T1-63_1_0","Mid-Long","standard",1,2,760.493827160494,0,0,0.283981323242188,0.250678253173828,0.466644287109375,0.391830444335938,0,0,0,0,0.0311203002929687,0.0097076416015625,0,0.873198334883606,1.48341692320156,0,0,0.0006701684601972,0,0.431209054263509,0.732551567013114,0,0,0.000330947387751704,0,0.17726025495798,0.496481649474222,0,0,3.97904412998612e-06,0,0.087535928374311,0.245176123197147,0,0,1.96496006419068e-06,0,151.474877775436,132.85938011425,0,0,113.5,0,0.261426419341131,0.249247455565469,0,0,0.178780068728522,0,0.180978345292814,0.184986689078806,0,0,0.127223818548633,0.849056603771983,0.880597014924059,0.333333333330555,0.257142857142122,0.555555555553498,0.555555555553498,0.67272727272605,0.726027397259279,0.454545454541322,0.3939393939382,0.486446886445568,0.515151515149954,0.173913043478072,0.214953271027836,0.142857142856122,0.121951219511898,0.1111111111107,0.103448275861712
"29","T1-63_2_0","Mid-Long","standard",1,2,609.876543209876,0,0,0.28643798828125,0.241912841796875,0.490242004394531,0.409462738037109,0,0,0,0,0,0,0,0.874503461406796,1.54370790467064,0,0,0,0,0.431853561188541,0.762324891195379,0,0,0,0,0.15322770775141,0.536440465381538,0,0,0,0,0.0756680038278569,0.264908871793352,0,0,0,0,150.923327008411,135.699370350909,0,0,0,0,0.257007075476066,0.250760555086301,0,0,0,0,0.177797790574514,0.187460105710144,0,0,0,0.843137254900308,0.884057971013211,0.333333333330555,0.249999999999375,0.285714285712245,0.533333333331556,0.661016949151422,0.724999999999094,0.454545454541322,0.374999999998828,0.384615384612426,0.499999999997917,0.168539325842507,0.21818181818162,0.142857142856122,0.116279069767171,0.124999999999219,0.0909090909088154
